Date:  16:48, Monday, November 14, 2016
Model name:Devin
Study name:Static 1(-Default-)
Mesh type: Solid Mesh


Node  ,Value  ,X (in)  ,Y (in)  ,Z (in)
1011  ,0.000e+000  ,1.9741  ,5.625  ,0.32082
1012  ,0.000e+000  ,1.8971  ,5.625  ,0.63334
1013  ,0.000e+000  ,1.7709  ,5.625  ,0.92945
1014  ,0.000e+000  ,1.5989  ,5.625  ,1.2015
1015  ,0.000e+000  ,1.3854  ,5.625  ,1.4424
1016  ,0.000e+000  ,1.1361  ,5.625  ,1.646
1017  ,0.000e+000  ,0.85738  ,5.625  ,1.8069
1018  ,0.000e+000  ,0.55643  ,5.625  ,1.921
1019  ,0.000e+000  ,0.24107  ,5.625  ,1.9854
1020  ,0.000e+000  ,-0.080532  ,5.625  ,1.9984
1021  ,0.000e+000  ,-0.40005  ,5.625  ,1.9596
1022  ,0.000e+000  ,-0.70921  ,5.625  ,1.87
1023  ,0.000e+000  ,1.9741  ,5.3125  ,0.32082
1024  ,0.000e+000  ,1.8971  ,5.3125  ,0.63334
1025  ,0.000e+000  ,1.7709  ,5.3125  ,0.92945
1026  ,0.000e+000  ,1.5989  ,5.3125  ,1.2015
1027  ,0.000e+000  ,1.3854  ,5.3125  ,1.4424
1028  ,0.000e+000  ,1.1361  ,5.3125  ,1.646
1029  ,0.000e+000  ,0.85738  ,5.3125  ,1.8069
1030  ,0.000e+000  ,0.55643  ,5.3125  ,1.921
1031  ,0.000e+000  ,0.24107  ,5.3125  ,1.9854
1032  ,0.000e+000  ,-0.080532  ,5.3125  ,1.9984
1033  ,0.000e+000  ,-0.40005  ,5.3125  ,1.9596
1034  ,0.000e+000  ,-0.70921  ,5.3125  ,1.87
1035  ,0.000e+000  ,1.9741  ,7.8125  ,0.32082
1036  ,0.000e+000  ,1.8971  ,7.8125  ,0.63334
1037  ,0.000e+000  ,1.7709  ,7.8125  ,0.92945
1038  ,0.000e+000  ,1.5989  ,7.8125  ,1.2015
1039  ,0.000e+000  ,1.3854  ,7.8125  ,1.4424
1040  ,0.000e+000  ,1.1361  ,7.8125  ,1.646
1041  ,0.000e+000  ,0.85738  ,7.8125  ,1.8069
1042  ,0.000e+000  ,0.55643  ,7.8125  ,1.921
1043  ,0.000e+000  ,0.24107  ,7.8125  ,1.9854
1044  ,0.000e+000  ,-0.080532  ,7.8125  ,1.9984
1045  ,0.000e+000  ,-0.40005  ,7.8125  ,1.9596
1046  ,0.000e+000  ,-0.70921  ,7.8125  ,1.87
1047  ,0.000e+000  ,1.9741  ,8.125  ,0.32082
1048  ,0.000e+000  ,1.8971  ,8.125  ,0.63334
1049  ,0.000e+000  ,1.7709  ,8.125  ,0.92945
1050  ,0.000e+000  ,1.5989  ,8.125  ,1.2015
1051  ,0.000e+000  ,1.3854  ,8.125  ,1.4424
1052  ,0.000e+000  ,1.1361  ,8.125  ,1.646
1053  ,0.000e+000  ,0.85738  ,8.125  ,1.8069
1054  ,0.000e+000  ,0.55643  ,8.125  ,1.921
1055  ,0.000e+000  ,0.24107  ,8.125  ,1.9854
1056  ,0.000e+000  ,-0.080532  ,8.125  ,1.9984
1057  ,0.000e+000  ,-0.40005  ,8.125  ,1.9596
1058  ,0.000e+000  ,-0.70921  ,8.125  ,1.87
1059  ,0.000e+000  ,1.9741  ,8.4375  ,0.32082
1060  ,0.000e+000  ,1.8971  ,8.4375  ,0.63334
1061  ,0.000e+000  ,1.7709  ,8.4375  ,0.92945
1062  ,0.000e+000  ,1.5989  ,8.4375  ,1.2015
1063  ,0.000e+000  ,1.3854  ,8.4375  ,1.4424
1064  ,0.000e+000  ,1.1361  ,8.4375  ,1.646
1065  ,0.000e+000  ,0.85738  ,8.4375  ,1.8069
1066  ,0.000e+000  ,0.55643  ,8.4375  ,1.921
1067  ,0.000e+000  ,0.24107  ,8.4375  ,1.9854
1068  ,0.000e+000  ,-0.080532  ,8.4375  ,1.9984
1069  ,0.000e+000  ,-0.40005  ,8.4375  ,1.9596
1070  ,0.000e+000  ,-0.70921  ,8.4375  ,1.87
1071  ,0.000e+000  ,1.9741  ,8.75  ,0.32082
1072  ,0.000e+000  ,1.8971  ,8.75  ,0.63334
1073  ,0.000e+000  ,1.7709  ,8.75  ,0.92945
1074  ,0.000e+000  ,1.5989  ,8.75  ,1.2015
1075  ,0.000e+000  ,1.3854  ,8.75  ,1.4424
1076  ,0.000e+000  ,1.1361  ,8.75  ,1.646
1077  ,0.000e+000  ,0.85738  ,8.75  ,1.8069
1078  ,0.000e+000  ,0.55643  ,8.75  ,1.921
1079  ,0.000e+000  ,0.24107  ,8.75  ,1.9854
1080  ,0.000e+000  ,-0.080532  ,8.75  ,1.9984
1081  ,0.000e+000  ,-0.40005  ,8.75  ,1.9596
1082  ,0.000e+000  ,-0.70921  ,8.75  ,1.87
1083  ,0.000e+000  ,1.9741  ,9.0625  ,0.32082
1084  ,0.000e+000  ,1.8971  ,9.0625  ,0.63334
1085  ,0.000e+000  ,1.7709  ,9.0625  ,0.92945
1086  ,0.000e+000  ,1.5989  ,9.0625  ,1.2015
1087  ,0.000e+000  ,1.3854  ,9.0625  ,1.4424
1088  ,0.000e+000  ,1.1361  ,9.0625  ,1.646
1089  ,0.000e+000  ,0.85738  ,9.0625  ,1.8069
1090  ,0.000e+000  ,0.55643  ,9.0625  ,1.921
1091  ,0.000e+000  ,0.24107  ,9.0625  ,1.9854
1092  ,0.000e+000  ,-0.080532  ,9.0625  ,1.9984
1093  ,0.000e+000  ,-0.40005  ,9.0625  ,1.9596
1094  ,0.000e+000  ,-0.70921  ,9.0625  ,1.87
1095  ,0.000e+000  ,1.9741  ,9.375  ,0.32082
1096  ,0.000e+000  ,1.8971  ,9.375  ,0.63334
1097  ,0.000e+000  ,1.7709  ,9.375  ,0.92945
1098  ,0.000e+000  ,1.5989  ,9.375  ,1.2015
1099  ,0.000e+000  ,1.3854  ,9.375  ,1.4424
1100  ,0.000e+000  ,1.1361  ,9.375  ,1.646
1101  ,0.000e+000  ,0.85738  ,9.375  ,1.8069
1102  ,0.000e+000  ,0.55643  ,9.375  ,1.921
1103  ,0.000e+000  ,0.24107  ,9.375  ,1.9854
1104  ,0.000e+000  ,-0.080532  ,9.375  ,1.9984
1105  ,0.000e+000  ,-0.40005  ,9.375  ,1.9596
1106  ,0.000e+000  ,-0.70921  ,9.375  ,1.87
1107  ,0.000e+000  ,1.9741  ,9.6875  ,0.32082
1108  ,0.000e+000  ,1.8971  ,9.6875  ,0.63334
1109  ,0.000e+000  ,1.7709  ,9.6875  ,0.92945
1110  ,0.000e+000  ,1.5989  ,9.6875  ,1.2015
1111  ,0.000e+000  ,1.3854  ,9.6875  ,1.4424
1112  ,0.000e+000  ,1.1361  ,9.6875  ,1.646
1113  ,0.000e+000  ,0.85738  ,9.6875  ,1.8069
1114  ,0.000e+000  ,0.55643  ,9.6875  ,1.921
1115  ,0.000e+000  ,0.24107  ,9.6875  ,1.9854
1116  ,0.000e+000  ,-0.080532  ,9.6875  ,1.9984
1117  ,0.000e+000  ,-0.40005  ,9.6875  ,1.9596
1118  ,0.000e+000  ,-0.70921  ,9.6875  ,1.87
1119  ,0.000e+000  ,-0.5  ,15  ,0.86603
1120  ,0.000e+000  ,-0.73305  ,15  ,0.68017
1121  ,0.000e+000  ,-0.90097  ,15  ,0.43388
1122  ,0.000e+000  ,-0.98883  ,15  ,0.14904
1123  ,0.000e+000  ,-0.98883  ,15  ,-0.14904
1124  ,0.000e+000  ,-0.90097  ,15  ,-0.43388
1125  ,0.000e+000  ,-0.73305  ,15  ,-0.68017
1126  ,0.000e+000  ,-0.5  ,15  ,-0.86603
1142  ,0.000e+000  ,-0.5  ,10  ,-0.86603
1143  ,0.000e+000  ,-0.73305  ,10  ,-0.68017
1144  ,0.000e+000  ,-0.90097  ,10  ,-0.43388
1145  ,0.000e+000  ,-0.98883  ,10  ,-0.14904
1146  ,0.000e+000  ,-0.98883  ,10  ,0.14904
1147  ,0.000e+000  ,-0.90097  ,10  ,0.43388
1148  ,0.000e+000  ,-0.73305  ,10  ,0.68017
1149  ,0.000e+000  ,-0.5  ,10  ,0.86603
1240  ,0.000e+000  ,1  ,15  ,0
1241  ,0.000e+000  ,0.95557  ,15  ,0.29476
1242  ,0.000e+000  ,0.82624  ,15  ,0.56332
1243  ,0.000e+000  ,0.62349  ,15  ,0.78183
1244  ,0.000e+000  ,0.36534  ,15  ,0.93087
1245  ,0.000e+000  ,0.07473  ,15  ,0.9972
1246  ,0.000e+000  ,-0.22252  ,15  ,0.97493
1247  ,0.000e+000  ,-0.22252  ,10  ,0.97493
1248  ,0.000e+000  ,0.07473  ,10  ,0.9972
1249  ,0.000e+000  ,0.36534  ,10  ,0.93087
1250  ,0.000e+000  ,0.62349  ,10  ,0.78183
1251  ,0.000e+000  ,0.82624  ,10  ,0.56332
1252  ,0.000e+000  ,0.95557  ,10  ,0.29476
1253  ,0.000e+000  ,1  ,10  ,0
1344  ,0.000e+000  ,0.95557  ,15  ,-0.29476
1345  ,0.000e+000  ,0.82624  ,15  ,-0.56332
1346  ,0.000e+000  ,0.62349  ,15  ,-0.78183
1347  ,0.000e+000  ,0.36534  ,15  ,-0.93087
1348  ,0.000e+000  ,0.07473  ,15  ,-0.9972
1349  ,0.000e+000  ,-0.22252  ,15  ,-0.97493
1373  ,0.000e+000  ,0.95557  ,10  ,-0.29476
1374  ,0.000e+000  ,0.82624  ,10  ,-0.56332
1375  ,0.000e+000  ,0.62349  ,10  ,-0.78183
1376  ,0.000e+000  ,0.36534  ,10  ,-0.93087
1377  ,0.000e+000  ,0.07473  ,10  ,-0.9972
1378  ,0.000e+000  ,-0.22252  ,10  ,-0.97493
1454  ,0.000e+000  ,1.9741  ,10  ,-0.32082
1455  ,0.000e+000  ,1.8971  ,10  ,-0.63334
1456  ,0.000e+000  ,1.7709  ,10  ,-0.92945
1457  ,0.000e+000  ,1.5989  ,10  ,-1.2015
1458  ,0.000e+000  ,1.3854  ,10  ,-1.4424
1459  ,0.000e+000  ,1.1361  ,10  ,-1.646
1460  ,0.000e+000  ,0.85739  ,10  ,-1.8069
1461  ,0.000e+000  ,0.55643  ,10  ,-1.921
1462  ,0.000e+000  ,0.24107  ,10  ,-1.9854
1463  ,0.000e+000  ,-0.080532  ,10  ,-1.9984
1464  ,0.000e+000  ,-0.40005  ,10  ,-1.9596
1465  ,0.000e+000  ,-0.70921  ,10  ,-1.87
1526  ,0.000e+000  ,1.9741  ,5  ,-0.32082
1527  ,0.000e+000  ,1.8971  ,5  ,-0.63334
1528  ,0.000e+000  ,1.7709  ,5  ,-0.92945
1529  ,0.000e+000  ,1.5989  ,5  ,-1.2015
1530  ,0.000e+000  ,1.3854  ,5  ,-1.4424
1531  ,0.000e+000  ,1.1361  ,5  ,-1.646
1532  ,0.000e+000  ,0.85739  ,5  ,-1.8069
1533  ,0.000e+000  ,0.55643  ,5  ,-1.921
1534  ,0.000e+000  ,0.24107  ,5  ,-1.9854
1535  ,0.000e+000  ,-0.080532  ,5  ,-1.9984
1536  ,0.000e+000  ,-0.40005  ,5  ,-1.9596
1537  ,0.000e+000  ,-0.70921  ,5  ,-1.87
1538  ,0.000e+000  ,-0.70921  ,7.5  ,-1.87
1539  ,0.000e+000  ,-0.40005  ,7.5  ,-1.9596
1540  ,0.000e+000  ,-0.080531  ,7.5  ,-1.9984
1541  ,0.000e+000  ,0.24107  ,7.5  ,-1.9854
1542  ,0.000e+000  ,0.55644  ,7.5  ,-1.921
1543  ,0.000e+000  ,0.85739  ,7.5  ,-1.8069
1544  ,0.000e+000  ,1.1361  ,7.5  ,-1.646
1545  ,0.000e+000  ,1.3854  ,7.5  ,-1.4424
1546  ,0.000e+000  ,1.5989  ,7.5  ,-1.2015
1547  ,0.000e+000  ,1.7709  ,7.5  ,-0.92945
1548  ,0.000e+000  ,1.8971  ,7.5  ,-0.63334
1549  ,0.000e+000  ,1.9741  ,7.5  ,-0.32082
1550  ,0.000e+000  ,-0.70921  ,7.1875  ,-1.87
1551  ,0.000e+000  ,-0.40005  ,7.1875  ,-1.9596
1552  ,0.000e+000  ,-0.080531  ,7.1875  ,-1.9984
1553  ,0.000e+000  ,0.24107  ,7.1875  ,-1.9854
1554  ,0.000e+000  ,0.55644  ,7.1875  ,-1.921
1555  ,0.000e+000  ,0.85739  ,7.1875  ,-1.8069
1556  ,0.000e+000  ,1.1361  ,7.1875  ,-1.646
1557  ,0.000e+000  ,1.3854  ,7.1875  ,-1.4424
1558  ,0.000e+000  ,1.5989  ,7.1875  ,-1.2015
1559  ,0.000e+000  ,1.7709  ,7.1875  ,-0.92945
1560  ,0.000e+000  ,1.8971  ,7.1875  ,-0.63334
1561  ,0.000e+000  ,1.9741  ,7.1875  ,-0.32082
1562  ,0.000e+000  ,-0.70921  ,6.875  ,-1.87
1563  ,0.000e+000  ,-0.40005  ,6.875  ,-1.9596
1564  ,0.000e+000  ,-0.080531  ,6.875  ,-1.9984
1565  ,0.000e+000  ,0.24107  ,6.875  ,-1.9854
1566  ,0.000e+000  ,0.55644  ,6.875  ,-1.921
1567  ,0.000e+000  ,0.85739  ,6.875  ,-1.8069
1568  ,0.000e+000  ,1.1361  ,6.875  ,-1.646
1569  ,0.000e+000  ,1.3854  ,6.875  ,-1.4424
1570  ,0.000e+000  ,1.5989  ,6.875  ,-1.2015
1571  ,0.000e+000  ,1.7709  ,6.875  ,-0.92945
1572  ,0.000e+000  ,1.8971  ,6.875  ,-0.63334
1573  ,0.000e+000  ,1.9741  ,6.875  ,-0.32082
1574  ,0.000e+000  ,-0.70921  ,6.5625  ,-1.87
1575  ,0.000e+000  ,-0.40005  ,6.5625  ,-1.9596
1576  ,0.000e+000  ,-0.080531  ,6.5625  ,-1.9984
1577  ,0.000e+000  ,0.24107  ,6.5625  ,-1.9854
1578  ,0.000e+000  ,0.55644  ,6.5625  ,-1.921
1579  ,0.000e+000  ,0.85739  ,6.5625  ,-1.8069
1580  ,0.000e+000  ,1.1361  ,6.5625  ,-1.646
1581  ,0.000e+000  ,1.3854  ,6.5625  ,-1.4424
1582  ,0.000e+000  ,1.5989  ,6.5625  ,-1.2015
1583  ,0.000e+000  ,1.7709  ,6.5625  ,-0.92945
1584  ,0.000e+000  ,1.8971  ,6.5625  ,-0.63334
1585  ,0.000e+000  ,1.9741  ,6.5625  ,-0.32082
1586  ,0.000e+000  ,-0.70921  ,6.25  ,-1.87
1587  ,0.000e+000  ,-0.40005  ,6.25  ,-1.9596
1588  ,0.000e+000  ,-0.080531  ,6.25  ,-1.9984
1589  ,0.000e+000  ,0.24107  ,6.25  ,-1.9854
1590  ,0.000e+000  ,0.55644  ,6.25  ,-1.921
1591  ,0.000e+000  ,0.85739  ,6.25  ,-1.8069
1592  ,0.000e+000  ,1.1361  ,6.25  ,-1.646
1593  ,0.000e+000  ,1.3854  ,6.25  ,-1.4424
1594  ,0.000e+000  ,1.5989  ,6.25  ,-1.2015
1595  ,0.000e+000  ,1.7709  ,6.25  ,-0.92945
1596  ,0.000e+000  ,1.8971  ,6.25  ,-0.63334
1597  ,0.000e+000  ,1.9741  ,6.25  ,-0.32082
1598  ,0.000e+000  ,-0.70921  ,5.9375  ,-1.87
1599  ,0.000e+000  ,-0.40005  ,5.9375  ,-1.9596
1600  ,0.000e+000  ,-0.080531  ,5.9375  ,-1.9984
1601  ,0.000e+000  ,0.24107  ,5.9375  ,-1.9854
1602  ,0.000e+000  ,0.55644  ,5.9375  ,-1.921
1603  ,0.000e+000  ,0.85739  ,5.9375  ,-1.8069
1604  ,0.000e+000  ,1.1361  ,5.9375  ,-1.646
1605  ,0.000e+000  ,1.3854  ,5.9375  ,-1.4424
1606  ,0.000e+000  ,1.5989  ,5.9375  ,-1.2015
1607  ,0.000e+000  ,1.7709  ,5.9375  ,-0.92945
1608  ,0.000e+000  ,1.8971  ,5.9375  ,-0.63334
1609  ,0.000e+000  ,1.9741  ,5.9375  ,-0.32082
1610  ,0.000e+000  ,-0.70921  ,5.625  ,-1.87
1611  ,0.000e+000  ,-0.40005  ,5.625  ,-1.9596
1612  ,0.000e+000  ,-0.080531  ,5.625  ,-1.9984
1613  ,0.000e+000  ,0.24107  ,5.625  ,-1.9854
1614  ,0.000e+000  ,0.55644  ,5.625  ,-1.921
1615  ,0.000e+000  ,0.85739  ,5.625  ,-1.8069
1616  ,0.000e+000  ,1.1361  ,5.625  ,-1.646
1617  ,0.000e+000  ,1.3854  ,5.625  ,-1.4424
1618  ,0.000e+000  ,1.5989  ,5.625  ,-1.2015
1619  ,0.000e+000  ,1.7709  ,5.625  ,-0.92945
1620  ,0.000e+000  ,1.8971  ,5.625  ,-0.63334
1621  ,0.000e+000  ,1.9741  ,5.625  ,-0.32082
1622  ,0.000e+000  ,-0.70921  ,5.3125  ,-1.87
1623  ,0.000e+000  ,-0.40005  ,5.3125  ,-1.9596
1624  ,0.000e+000  ,-0.080531  ,5.3125  ,-1.9984
1625  ,0.000e+000  ,0.24107  ,5.3125  ,-1.9854
1626  ,0.000e+000  ,0.55644  ,5.3125  ,-1.921
1627  ,0.000e+000  ,0.85739  ,5.3125  ,-1.8069
1628  ,0.000e+000  ,1.1361  ,5.3125  ,-1.646
1629  ,0.000e+000  ,1.3854  ,5.3125  ,-1.4424
1630  ,0.000e+000  ,1.5989  ,5.3125  ,-1.2015
1631  ,0.000e+000  ,1.7709  ,5.3125  ,-0.92945
1632  ,0.000e+000  ,1.8971  ,5.3125  ,-0.63334
1633  ,0.000e+000  ,1.9741  ,5.3125  ,-0.32082
1634  ,0.000e+000  ,-0.70921  ,7.8125  ,-1.87
1635  ,0.000e+000  ,-0.40005  ,7.8125  ,-1.9596
1636  ,0.000e+000  ,-0.080531  ,7.8125  ,-1.9984
1637  ,0.000e+000  ,0.24107  ,7.8125  ,-1.9854
1638  ,0.000e+000  ,0.55644  ,7.8125  ,-1.921
1639  ,0.000e+000  ,0.85739  ,7.8125  ,-1.8069
1640  ,0.000e+000  ,1.1361  ,7.8125  ,-1.646
1641  ,0.000e+000  ,1.3854  ,7.8125  ,-1.4424
1642  ,0.000e+000  ,1.5989  ,7.8125  ,-1.2015
1643  ,0.000e+000  ,1.7709  ,7.8125  ,-0.92945
1644  ,0.000e+000  ,1.8971  ,7.8125  ,-0.63334
1645  ,0.000e+000  ,1.9741  ,7.8125  ,-0.32082
1646  ,0.000e+000  ,-0.70921  ,8.125  ,-1.87
1647  ,0.000e+000  ,-0.40005  ,8.125  ,-1.9596
1648  ,0.000e+000  ,-0.080531  ,8.125  ,-1.9984
1649  ,0.000e+000  ,0.24107  ,8.125  ,-1.9854
1650  ,0.000e+000  ,0.55644  ,8.125  ,-1.921
1651  ,0.000e+000  ,0.85739  ,8.125  ,-1.8069
1652  ,0.000e+000  ,1.1361  ,8.125  ,-1.646
1653  ,0.000e+000  ,1.3854  ,8.125  ,-1.4424
1654  ,0.000e+000  ,1.5989  ,8.125  ,-1.2015
1655  ,0.000e+000  ,1.7709  ,8.125  ,-0.92945
1656  ,0.000e+000  ,1.8971  ,8.125  ,-0.63334
1657  ,0.000e+000  ,1.9741  ,8.125  ,-0.32082
1658  ,0.000e+000  ,-0.70921  ,8.4375  ,-1.87
1659  ,0.000e+000  ,-0.40005  ,8.4375  ,-1.9596
1660  ,0.000e+000  ,-0.080531  ,8.4375  ,-1.9984
1661  ,0.000e+000  ,0.24107  ,8.4375  ,-1.9854
1662  ,0.000e+000  ,0.55644  ,8.4375  ,-1.921
1663  ,0.000e+000  ,0.85739  ,8.4375  ,-1.8069
1664  ,0.000e+000  ,1.1361  ,8.4375  ,-1.646
1665  ,0.000e+000  ,1.3854  ,8.4375  ,-1.4424
1666  ,0.000e+000  ,1.5989  ,8.4375  ,-1.2015
1667  ,0.000e+000  ,1.7709  ,8.4375  ,-0.92945
1668  ,0.000e+000  ,1.8971  ,8.4375  ,-0.63334
1669  ,0.000e+000  ,1.9741  ,8.4375  ,-0.32082
1670  ,0.000e+000  ,-0.70921  ,8.75  ,-1.87
1671  ,0.000e+000  ,-0.40005  ,8.75  ,-1.9596
1672  ,0.000e+000  ,-0.080531  ,8.75  ,-1.9984
1673  ,0.000e+000  ,0.24107  ,8.75  ,-1.9854
1674  ,0.000e+000  ,0.55644  ,8.75  ,-1.921
1675  ,0.000e+000  ,0.85739  ,8.75  ,-1.8069
1676  ,0.000e+000  ,1.1361  ,8.75  ,-1.646
1677  ,0.000e+000  ,1.3854  ,8.75  ,-1.4424
1678  ,0.000e+000  ,1.5989  ,8.75  ,-1.2015
1679  ,0.000e+000  ,1.7709  ,8.75  ,-0.92945
1680  ,0.000e+000  ,1.8971  ,8.75  ,-0.63334
1681  ,0.000e+000  ,1.9741  ,8.75  ,-0.32082
1682  ,0.000e+000  ,-0.70921  ,9.0625  ,-1.87
1683  ,0.000e+000  ,-0.40005  ,9.0625  ,-1.9596
1684  ,0.000e+000  ,-0.080531  ,9.0625  ,-1.9984
1685  ,0.000e+000  ,0.24107  ,9.0625  ,-1.9854
1686  ,0.000e+000  ,0.55644  ,9.0625  ,-1.921
1687  ,0.000e+000  ,0.85739  ,9.0625  ,-1.8069
1688  ,0.000e+000  ,1.1361  ,9.0625  ,-1.646
1689  ,0.000e+000  ,1.3854  ,9.0625  ,-1.4424
1690  ,0.000e+000  ,1.5989  ,9.0625  ,-1.2015
1691  ,0.000e+000  ,1.7709  ,9.0625  ,-0.92945
1692  ,0.000e+000  ,1.8971  ,9.0625  ,-0.63334
1693  ,0.000e+000  ,1.9741  ,9.0625  ,-0.32082
1694  ,0.000e+000  ,-0.70921  ,9.375  ,-1.87
1695  ,0.000e+000  ,-0.40005  ,9.375  ,-1.9596
1696  ,0.000e+000  ,-0.080531  ,9.375  ,-1.9984
1697  ,0.000e+000  ,0.24107  ,9.375  ,-1.9854
1698  ,0.000e+000  ,0.55644  ,9.375  ,-1.921
1699  ,0.000e+000  ,0.85739  ,9.375  ,-1.8069
1700  ,0.000e+000  ,1.1361  ,9.375  ,-1.646
1701  ,0.000e+000  ,1.3854  ,9.375  ,-1.4424
1702  ,0.000e+000  ,1.5989  ,9.375  ,-1.2015
1703  ,0.000e+000  ,1.7709  ,9.375  ,-0.92945
1704  ,0.000e+000  ,1.8971  ,9.375  ,-0.63334
1705  ,0.000e+000  ,1.9741  ,9.375  ,-0.32082
1706  ,0.000e+000  ,-0.70921  ,9.6875  ,-1.87
1707  ,0.000e+000  ,-0.40005  ,9.6875  ,-1.9596
1708  ,0.000e+000  ,-0.080531  ,9.6875  ,-1.9984
1709  ,0.000e+000  ,0.24107  ,9.6875  ,-1.9854
1710  ,0.000e+000  ,0.55644  ,9.6875  ,-1.921
1711  ,0.000e+000  ,0.85739  ,9.6875  ,-1.8069
1712  ,0.000e+000  ,1.1361  ,9.6875  ,-1.646
1713  ,0.000e+000  ,1.3854  ,9.6875  ,-1.4424
1714  ,0.000e+000  ,1.5989  ,9.6875  ,-1.2015
1715  ,0.000e+000  ,1.7709  ,9.6875  ,-0.92945
1716  ,0.000e+000  ,1.8971  ,9.6875  ,-0.63334
1717  ,0.000e+000  ,1.9741  ,9.6875  ,-0.32082
1718  ,0.000e+000  ,2.9836  ,5  ,-0.31359
1719  ,0.000e+000  ,2.9344  ,5  ,-0.62374
1720  ,0.000e+000  ,2.8532  ,5  ,-0.92705
1721  ,0.000e+000  ,2.7406  ,5  ,-1.2202
1722  ,0.000e+000  ,2.5981  ,5  ,-1.5
1723  ,0.000e+000  ,2.4271  ,5  ,-1.7634
1724  ,0.000e+000  ,2.2294  ,5  ,-2.0074
1725  ,0.000e+000  ,2.0074  ,5  ,-2.2294
1726  ,0.000e+000  ,1.7634  ,5  ,-2.4271
1727  ,0.000e+000  ,1.5  ,5  ,-2.5981
1728  ,0.000e+000  ,1.2202  ,5  ,-2.7406
1729  ,0.000e+000  ,0.92705  ,5  ,-2.8532
1730  ,0.000e+000  ,0.62374  ,5  ,-2.9344
1731  ,0.000e+000  ,0.31359  ,5  ,-2.9836
1732  ,0.000e+000  ,-1.6438E-015  ,5  ,-3
1733  ,0.000e+000  ,-0.31359  ,5  ,-2.9836
1734  ,0.000e+000  ,-0.62374  ,5  ,-2.9344
1735  ,0.000e+000  ,-0.92705  ,5  ,-2.8532
1736  ,0.000e+000  ,-1.2202  ,5  ,-2.7406
1837  ,0.000e+000  ,2.9836  ,1.1727E-015  ,-0.31359
1838  ,0.000e+000  ,2.9344  ,1.162E-015  ,-0.62374
1839  ,0.000e+000  ,2.8532  ,1.1442E-015  ,-0.92705
1840  ,0.000e+000  ,2.7406  ,1.1196E-015  ,-1.2202
1841  ,0.000e+000  ,2.5981  ,1.0885E-015  ,-1.5
1842  ,0.000e+000  ,2.4271  ,1.0511E-015  ,-1.7634
1843  ,0.000e+000  ,2.2294  ,1.0079E-015  ,-2.0074
1844  ,0.000e+000  ,2.0074  ,9.5937E-016  ,-2.2294
1845  ,0.000e+000  ,1.7634  ,9.0604E-016  ,-2.4271
1846  ,0.000e+000  ,1.5  ,8.4848E-016  ,-2.5981
1847  ,0.000e+000  ,1.2202  ,7.8734E-016  ,-2.7406
1848  ,0.000e+000  ,0.92705  ,7.2327E-016  ,-2.8532
1849  ,0.000e+000  ,0.62374  ,6.5698E-016  ,-2.9344
1850  ,0.000e+000  ,0.31359  ,5.892E-016  ,-2.9836
1851  ,0.000e+000  ,-3.2156E-015  ,5.2066E-016  ,-3
1852  ,0.000e+000  ,-0.31359  ,4.5213E-016  ,-2.9836
1853  ,0.000e+000  ,-0.62374  ,3.8435E-016  ,-2.9344
1854  ,0.000e+000  ,-0.92705  ,3.1806E-016  ,-2.8532
1855  ,0.000e+000  ,-1.2202  ,2.5399E-016  ,-2.7406
40263  ,0.000e+000  ,-1.0751  ,2.5369E-017  ,-2.8007
40270  ,0.000e+000  ,-0.77646  ,3.5097E-016  ,-2.8978
40277  ,0.000e+000  ,-0.4693  ,1.5777E-016  ,-2.9631
40284  ,0.000e+000  ,-0.15701  ,4.8635E-016  ,-2.9959
40290  ,0.000e+000  ,0.15701  ,5.5498E-016  ,-2.9959
40297  ,0.000e+000  ,0.4693  ,3.629E-016  ,-2.9631
40304  ,0.000e+000  ,0.77646  ,6.9035E-016  ,-2.8978
40310  ,0.000e+000  ,1.0751  ,4.9529E-016  ,-2.8007
40316  ,0.000e+000  ,1.362  ,8.1832E-016  ,-2.673
40320  ,0.000e+000  ,1.6339  ,8.7775E-016  ,-2.516
40326  ,0.000e+000  ,1.888  ,6.7294E-016  ,-2.3314
40332  ,0.000e+000  ,2.1213  ,7.2394E-016  ,-2.1213
40337  ,0.000e+000  ,2.3314  ,7.6986E-016  ,-1.888
40343  ,0.000e+000  ,2.516  ,1.0705E-015  ,-1.6339
40349  ,0.000e+000  ,2.673  ,1.1048E-015  ,-1.362
40355  ,0.000e+000  ,2.8007  ,1.1328E-015  ,-1.0751
40362  ,0.000e+000  ,2.8978  ,8.9363E-016  ,-0.77646
40369  ,0.000e+000  ,2.9631  ,1.1682E-015  ,-0.4693
40977  ,0.000e+000  ,-1.0751  ,5  ,-2.8007
40984  ,0.000e+000  ,-0.77646  ,5  ,-2.8978
40991  ,0.000e+000  ,-0.4693  ,5  ,-2.9631
40998  ,0.000e+000  ,-0.15701  ,5  ,-2.9959
41004  ,0.000e+000  ,0.15701  ,5  ,-2.9959
41011  ,0.000e+000  ,0.4693  ,5  ,-2.9631
41017  ,0.000e+000  ,0.77646  ,5  ,-2.8978
41023  ,0.000e+000  ,1.0751  ,5  ,-2.8007
41029  ,0.000e+000  ,1.362  ,5  ,-2.673
41033  ,0.000e+000  ,1.6339  ,5  ,-2.516
41039  ,0.000e+000  ,1.888  ,5  ,-2.3314
41045  ,0.000e+000  ,2.1213  ,5  ,-2.1213
