Date:  16:48, Monday, November 14, 2016
Model name:Devin
Study name:Static 1(-Default-)
Mesh type: Solid Mesh


Node  ,Value  ,X (in)  ,Y (in)  ,Z (in)
45728  ,0.000e+000  ,0.70921  ,5.4687  ,1.87
45729  ,0.000e+000  ,0.40005  ,5.625  ,1.9596
45734  ,0.000e+000  ,0.85738  ,5.4687  ,1.8069
45735  ,0.000e+000  ,1  ,5.4687  ,1.7321
45736  ,0.000e+000  ,0.70921  ,5.625  ,1.87
45741  ,0.000e+000  ,1.1361  ,5.4687  ,1.646
45742  ,0.000e+000  ,1.2649  ,5.4687  ,1.5492
45743  ,0.000e+000  ,1  ,5.625  ,1.7321
45750  ,0.000e+000  ,1.3854  ,5.4687  ,1.4424
45751  ,0.000e+000  ,1.497  ,5.4687  ,1.3262
45752  ,0.000e+000  ,1.2649  ,5.625  ,1.5492
45756  ,0.000e+000  ,1.5989  ,5.4687  ,1.2015
45757  ,0.000e+000  ,1.6904  ,5.4687  ,1.0689
45758  ,0.000e+000  ,1.497  ,5.625  ,1.3262
45764  ,0.000e+000  ,1.7709  ,5.4687  ,0.92945
45765  ,0.000e+000  ,1.84  ,5.4687  ,0.78393
45766  ,0.000e+000  ,1.6904  ,5.625  ,1.0689
45772  ,0.000e+000  ,1.8971  ,5.4687  ,0.63334
45773  ,0.000e+000  ,1.9419  ,5.4687  ,0.47863
45774  ,0.000e+000  ,1.84  ,5.625  ,0.78393
45777  ,0.000e+000  ,1.9741  ,5.4687  ,0.32082
45778  ,0.000e+000  ,1.9419  ,5.625  ,0.47863
45781  ,0.000e+000  ,-0.70921  ,5.7813  ,1.87
45782  ,0.000e+000  ,-0.55644  ,5.7813  ,1.921
45787  ,0.000e+000  ,-0.40005  ,5.7813  ,1.9596
45788  ,0.000e+000  ,-0.24107  ,5.7813  ,1.9854
45789  ,0.000e+000  ,-0.55644  ,5.9375  ,1.921
45796  ,0.000e+000  ,-0.080532  ,5.7813  ,1.9984
45797  ,0.000e+000  ,0.080531  ,5.7813  ,1.9984
45798  ,0.000e+000  ,-0.24107  ,5.9375  ,1.9854
45805  ,0.000e+000  ,0.24107  ,5.7813  ,1.9854
45806  ,0.000e+000  ,0.40005  ,5.7813  ,1.9596
45807  ,0.000e+000  ,0.080531  ,5.9375  ,1.9984
45811  ,0.000e+000  ,0.55643  ,5.7813  ,1.921
45812  ,0.000e+000  ,0.70921  ,5.7813  ,1.87
45813  ,0.000e+000  ,0.40005  ,5.9375  ,1.9596
45818  ,0.000e+000  ,0.85738  ,5.7813  ,1.8069
45819  ,0.000e+000  ,1  ,5.7813  ,1.7321
45820  ,0.000e+000  ,0.70921  ,5.9375  ,1.87
45824  ,0.000e+000  ,1.1361  ,5.7813  ,1.646
45825  ,0.000e+000  ,1.2649  ,5.7813  ,1.5492
45826  ,0.000e+000  ,1  ,5.9375  ,1.7321
45831  ,0.000e+000  ,1.3854  ,5.7813  ,1.4424
45832  ,0.000e+000  ,1.497  ,5.7813  ,1.3262
45833  ,0.000e+000  ,1.2649  ,5.9375  ,1.5492
45838  ,0.000e+000  ,1.5989  ,5.7813  ,1.2015
45839  ,0.000e+000  ,1.6904  ,5.7813  ,1.0689
45840  ,0.000e+000  ,1.497  ,5.9375  ,1.3262
45845  ,0.000e+000  ,1.7709  ,5.7813  ,0.92945
45846  ,0.000e+000  ,1.84  ,5.7813  ,0.78393
45847  ,0.000e+000  ,1.6904  ,5.9375  ,1.0689
45851  ,0.000e+000  ,1.8971  ,5.7813  ,0.63334
45852  ,0.000e+000  ,1.9419  ,5.7813  ,0.47863
45853  ,0.000e+000  ,1.84  ,5.9375  ,0.78393
45857  ,0.000e+000  ,1.9741  ,5.7813  ,0.32082
45858  ,0.000e+000  ,1.9419  ,5.9375  ,0.47863
45862  ,0.000e+000  ,-0.70921  ,6.0938  ,1.87
45863  ,0.000e+000  ,-0.55644  ,6.0938  ,1.921
45868  ,0.000e+000  ,-0.40005  ,6.0938  ,1.9596
45869  ,0.000e+000  ,-0.24107  ,6.0938  ,1.9854
45870  ,0.000e+000  ,-0.55644  ,6.25  ,1.921
45873  ,0.000e+000  ,-0.080532  ,6.0938  ,1.9984
45874  ,0.000e+000  ,0.080531  ,6.0938  ,1.9984
45875  ,0.000e+000  ,-0.24107  ,6.25  ,1.9854
45878  ,0.000e+000  ,0.24107  ,6.0938  ,1.9854
45879  ,0.000e+000  ,0.40005  ,6.0938  ,1.9596
45880  ,0.000e+000  ,0.080531  ,6.25  ,1.9984
45882  ,0.000e+000  ,0.55643  ,6.0938  ,1.921
45883  ,0.000e+000  ,0.70921  ,6.0938  ,1.87
45884  ,0.000e+000  ,0.40005  ,6.25  ,1.9596
45889  ,0.000e+000  ,0.85738  ,6.0938  ,1.8069
45890  ,0.000e+000  ,1  ,6.0938  ,1.7321
45891  ,0.000e+000  ,0.70921  ,6.25  ,1.87
45895  ,0.000e+000  ,1.1361  ,6.0938  ,1.646
45896  ,0.000e+000  ,1.2649  ,6.0938  ,1.5492
45897  ,0.000e+000  ,1  ,6.25  ,1.7321
45903  ,0.000e+000  ,1.3854  ,6.0938  ,1.4424
45904  ,0.000e+000  ,1.497  ,6.0938  ,1.3262
45905  ,0.000e+000  ,1.2649  ,6.25  ,1.5492
45911  ,0.000e+000  ,1.5989  ,6.0938  ,1.2015
45912  ,0.000e+000  ,1.6904  ,6.0938  ,1.0689
45913  ,0.000e+000  ,1.497  ,6.25  ,1.3262
45917  ,0.000e+000  ,1.7709  ,6.0938  ,0.92945
45918  ,0.000e+000  ,1.84  ,6.0938  ,0.78393
45919  ,0.000e+000  ,1.6904  ,6.25  ,1.0689
45924  ,0.000e+000  ,1.8971  ,6.0938  ,0.63334
45925  ,0.000e+000  ,1.9419  ,6.0938  ,0.47863
45926  ,0.000e+000  ,1.84  ,6.25  ,0.78393
45932  ,0.000e+000  ,1.9741  ,6.0938  ,0.32082
45933  ,0.000e+000  ,1.9419  ,6.25  ,0.47863
45939  ,0.000e+000  ,-0.70921  ,6.4063  ,1.87
45940  ,0.000e+000  ,-0.55644  ,6.4063  ,1.921
45947  ,0.000e+000  ,-0.40005  ,6.4063  ,1.9596
45948  ,0.000e+000  ,-0.24107  ,6.4063  ,1.9854
45949  ,0.000e+000  ,-0.55644  ,6.5625  ,1.921
45955  ,0.000e+000  ,-0.080532  ,6.4063  ,1.9984
45956  ,0.000e+000  ,0.080531  ,6.4063  ,1.9984
45957  ,0.000e+000  ,-0.24107  ,6.5625  ,1.9854
45963  ,0.000e+000  ,0.24107  ,6.4063  ,1.9854
45964  ,0.000e+000  ,0.40005  ,6.4063  ,1.9596
45965  ,0.000e+000  ,0.080531  ,6.5625  ,1.9984
45969  ,0.000e+000  ,0.55643  ,6.4063  ,1.921
45970  ,0.000e+000  ,0.70921  ,6.4063  ,1.87
45971  ,0.000e+000  ,0.40005  ,6.5625  ,1.9596
45975  ,0.000e+000  ,0.85738  ,6.4063  ,1.8069
45976  ,0.000e+000  ,1  ,6.4063  ,1.7321
45977  ,0.000e+000  ,0.70921  ,6.5625  ,1.87
45981  ,0.000e+000  ,1.1361  ,6.4063  ,1.646
45982  ,0.000e+000  ,1.2649  ,6.4063  ,1.5492
45983  ,0.000e+000  ,1  ,6.5625  ,1.7321
45988  ,0.000e+000  ,1.3854  ,6.4063  ,1.4424
45989  ,0.000e+000  ,1.497  ,6.4063  ,1.3262
45990  ,0.000e+000  ,1.2649  ,6.5625  ,1.5492
45996  ,0.000e+000  ,1.5989  ,6.4063  ,1.2015
45997  ,0.000e+000  ,1.6904  ,6.4063  ,1.0689
45998  ,0.000e+000  ,1.497  ,6.5625  ,1.3262
46002  ,0.000e+000  ,1.7709  ,6.4063  ,0.92945
46003  ,0.000e+000  ,1.84  ,6.4063  ,0.78393
46004  ,0.000e+000  ,1.6904  ,6.5625  ,1.0689
46008  ,0.000e+000  ,1.8971  ,6.4063  ,0.63334
46009  ,0.000e+000  ,1.9419  ,6.4063  ,0.47863
46010  ,0.000e+000  ,1.84  ,6.5625  ,0.78393
46016  ,0.000e+000  ,1.9741  ,6.4063  ,0.32082
46017  ,0.000e+000  ,1.9419  ,6.5625  ,0.47863
46020  ,0.000e+000  ,-0.70921  ,6.7188  ,1.87
46021  ,0.000e+000  ,-0.55644  ,6.7188  ,1.921
46025  ,0.000e+000  ,-0.40005  ,6.7188  ,1.9596
46026  ,0.000e+000  ,-0.24107  ,6.7188  ,1.9854
46027  ,0.000e+000  ,-0.55644  ,6.875  ,1.921
46033  ,0.000e+000  ,-0.080532  ,6.7188  ,1.9984
46034  ,0.000e+000  ,0.080531  ,6.7188  ,1.9984
46035  ,0.000e+000  ,-0.24107  ,6.875  ,1.9854
46040  ,0.000e+000  ,0.24107  ,6.7188  ,1.9854
46041  ,0.000e+000  ,0.40005  ,6.7188  ,1.9596
46042  ,0.000e+000  ,0.080531  ,6.875  ,1.9984
46048  ,0.000e+000  ,0.55643  ,6.7188  ,1.921
46049  ,0.000e+000  ,0.70921  ,6.7188  ,1.87
46050  ,0.000e+000  ,0.40005  ,6.875  ,1.9596
46056  ,0.000e+000  ,0.85738  ,6.7188  ,1.8069
46057  ,0.000e+000  ,1  ,6.7188  ,1.7321
46058  ,0.000e+000  ,0.70921  ,6.875  ,1.87
46064  ,0.000e+000  ,1.1361  ,6.7188  ,1.646
46065  ,0.000e+000  ,1.2649  ,6.7188  ,1.5492
46066  ,0.000e+000  ,1  ,6.875  ,1.7321
46071  ,0.000e+000  ,1.3854  ,6.7188  ,1.4424
46072  ,0.000e+000  ,1.497  ,6.7188  ,1.3262
46073  ,0.000e+000  ,1.2649  ,6.875  ,1.5492
46077  ,0.000e+000  ,1.5989  ,6.7188  ,1.2015
46078  ,0.000e+000  ,1.6904  ,6.7188  ,1.0689
46079  ,0.000e+000  ,1.497  ,6.875  ,1.3262
46085  ,0.000e+000  ,1.7709  ,6.7188  ,0.92945
46086  ,0.000e+000  ,1.84  ,6.7188  ,0.78393
46087  ,0.000e+000  ,1.6904  ,6.875  ,1.0689
46092  ,0.000e+000  ,1.8971  ,6.7188  ,0.63334
46093  ,0.000e+000  ,1.9419  ,6.7188  ,0.47863
46094  ,0.000e+000  ,1.84  ,6.875  ,0.78393
46098  ,0.000e+000  ,1.9741  ,6.7188  ,0.32082
46099  ,0.000e+000  ,1.9419  ,6.875  ,0.47863
46103  ,0.000e+000  ,-0.70921  ,7.0313  ,1.87
46104  ,0.000e+000  ,-0.55644  ,7.0313  ,1.921
46109  ,0.000e+000  ,-0.40005  ,7.0313  ,1.9596
46110  ,0.000e+000  ,-0.24107  ,7.0313  ,1.9854
46111  ,0.000e+000  ,-0.55644  ,7.1875  ,1.921
46115  ,0.000e+000  ,-0.080532  ,7.0313  ,1.9984
46116  ,0.000e+000  ,0.080531  ,7.0313  ,1.9984
46117  ,0.000e+000  ,-0.24107  ,7.1875  ,1.9854
46122  ,0.000e+000  ,0.24107  ,7.0313  ,1.9854
46123  ,0.000e+000  ,0.40005  ,7.0313  ,1.9596
46124  ,0.000e+000  ,0.080531  ,7.1875  ,1.9984
46131  ,0.000e+000  ,0.55643  ,7.0313  ,1.921
46132  ,0.000e+000  ,0.70921  ,7.0313  ,1.87
46133  ,0.000e+000  ,0.40005  ,7.1875  ,1.9596
46138  ,0.000e+000  ,0.85738  ,7.0313  ,1.8069
46139  ,0.000e+000  ,1  ,7.0313  ,1.7321
46140  ,0.000e+000  ,0.70921  ,7.1875  ,1.87
46148  ,0.000e+000  ,1.1361  ,7.0313  ,1.646
46149  ,0.000e+000  ,1.2649  ,7.0313  ,1.5492
46150  ,0.000e+000  ,1  ,7.1875  ,1.7321
46156  ,0.000e+000  ,1.3854  ,7.0313  ,1.4424
46157  ,0.000e+000  ,1.497  ,7.0313  ,1.3262
46158  ,0.000e+000  ,1.2649  ,7.1875  ,1.5492
46161  ,0.000e+000  ,1.5989  ,7.0313  ,1.2015
46162  ,0.000e+000  ,1.6904  ,7.0313  ,1.0689
46163  ,0.000e+000  ,1.497  ,7.1875  ,1.3262
46169  ,0.000e+000  ,1.7709  ,7.0313  ,0.92945
46170  ,0.000e+000  ,1.84  ,7.0313  ,0.78393
46171  ,0.000e+000  ,1.6904  ,7.1875  ,1.0689
46175  ,0.000e+000  ,1.8971  ,7.0313  ,0.63334
46176  ,0.000e+000  ,1.9419  ,7.0313  ,0.47863
46177  ,0.000e+000  ,1.84  ,7.1875  ,0.78393
46182  ,0.000e+000  ,1.9741  ,7.0313  ,0.32082
46183  ,0.000e+000  ,1.9419  ,7.1875  ,0.47863
46189  ,0.000e+000  ,-0.70921  ,7.6563  ,1.87
46190  ,0.000e+000  ,-0.70921  ,7.3438  ,1.87
46191  ,0.000e+000  ,-0.55644  ,7.3438  ,1.921
46196  ,0.000e+000  ,-0.55644  ,7.6563  ,1.921
46197  ,0.000e+000  ,-0.40005  ,7.6563  ,1.9596
46198  ,0.000e+000  ,-0.40005  ,7.3438  ,1.9596
46199  ,0.000e+000  ,-0.24107  ,7.3438  ,1.9854
46200  ,0.000e+000  ,-0.55644  ,7.5  ,1.921
46206  ,0.000e+000  ,-0.24107  ,7.6563  ,1.9854
46207  ,0.000e+000  ,-0.080532  ,7.6563  ,1.9984
46208  ,0.000e+000  ,-0.080532  ,7.3438  ,1.9984
46209  ,0.000e+000  ,0.080531  ,7.3438  ,1.9984
46210  ,0.000e+000  ,-0.24107  ,7.5  ,1.9854
46214  ,0.000e+000  ,0.080531  ,7.6563  ,1.9984
46215  ,0.000e+000  ,0.24107  ,7.6563  ,1.9854
46216  ,0.000e+000  ,0.24107  ,7.3438  ,1.9854
46217  ,0.000e+000  ,0.40005  ,7.3438  ,1.9596
46218  ,0.000e+000  ,0.080531  ,7.5  ,1.9984
46223  ,0.000e+000  ,0.40005  ,7.6563  ,1.9596
46224  ,0.000e+000  ,0.55643  ,7.6563  ,1.921
46225  ,0.000e+000  ,0.55643  ,7.3438  ,1.921
46226  ,0.000e+000  ,0.70921  ,7.3438  ,1.87
46227  ,0.000e+000  ,0.40005  ,7.5  ,1.9596
46231  ,0.000e+000  ,0.70921  ,7.6563  ,1.87
46232  ,0.000e+000  ,0.85738  ,7.6563  ,1.8069
46233  ,0.000e+000  ,0.85738  ,7.3438  ,1.8069
46234  ,0.000e+000  ,1  ,7.3438  ,1.7321
46235  ,0.000e+000  ,0.70921  ,7.5  ,1.87
46241  ,0.000e+000  ,1  ,7.6563  ,1.7321
46242  ,0.000e+000  ,1.1361  ,7.6563  ,1.646
46243  ,0.000e+000  ,1.1361  ,7.3438  ,1.646
46244  ,0.000e+000  ,1.2649  ,7.3438  ,1.5492
46245  ,0.000e+000  ,1  ,7.5  ,1.7321
46251  ,0.000e+000  ,1.2649  ,7.6563  ,1.5492
46252  ,0.000e+000  ,1.3854  ,7.6563  ,1.4424
46253  ,0.000e+000  ,1.3854  ,7.3438  ,1.4424
46254  ,0.000e+000  ,1.497  ,7.3438  ,1.3262
46255  ,0.000e+000  ,1.2649  ,7.5  ,1.5492
46259  ,0.000e+000  ,1.497  ,7.6563  ,1.3262
46260  ,0.000e+000  ,1.5989  ,7.6563  ,1.2015
46261  ,0.000e+000  ,1.5989  ,7.3438  ,1.2015
46262  ,0.000e+000  ,1.6904  ,7.3438  ,1.0689
46263  ,0.000e+000  ,1.497  ,7.5  ,1.3262
46270  ,0.000e+000  ,1.6904  ,7.6563  ,1.0689
46271  ,0.000e+000  ,1.7709  ,7.6563  ,0.92945
46272  ,0.000e+000  ,1.7709  ,7.3438  ,0.92945
46273  ,0.000e+000  ,1.84  ,7.3438  ,0.78393
46274  ,0.000e+000  ,1.6904  ,7.5  ,1.0689
46280  ,0.000e+000  ,1.84  ,7.6563  ,0.78393
46281  ,0.000e+000  ,1.8971  ,7.6563  ,0.63334
46282  ,0.000e+000  ,1.8971  ,7.3438  ,0.63334
46283  ,0.000e+000  ,1.9419  ,7.3438  ,0.47863
46284  ,0.000e+000  ,1.84  ,7.5  ,0.78393
46290  ,0.000e+000  ,1.9419  ,7.6563  ,0.47863
46291  ,0.000e+000  ,1.9741  ,7.6563  ,0.32082
46292  ,0.000e+000  ,1.9741  ,7.3438  ,0.32082
46293  ,0.000e+000  ,1.9419  ,7.5  ,0.47863
46297  ,0.000e+000  ,1.9935  ,9.6875  ,-0.16093
46298  ,0.000e+000  ,1.9935  ,9.6875  ,0.16093
46301  ,0.000e+000  ,1.9935  ,9.5313  ,-0.16093
46302  ,0.000e+000  ,1.9935  ,9.375  ,-0.16093
46303  ,0.000e+000  ,1.9935  ,9.5313  ,0.16093
46304  ,0.000e+000  ,1.9935  ,9.375  ,0.16093
46305  ,0.000e+000  ,2  ,9.5313  ,0
46309  ,0.000e+000  ,1.9935  ,9.2188  ,-0.16093
46310  ,0.000e+000  ,1.9935  ,9.0625  ,-0.16093
46311  ,0.000e+000  ,1.9935  ,9.2188  ,0.16093
46312  ,0.000e+000  ,1.9935  ,9.0625  ,0.16093
46313  ,0.000e+000  ,2  ,9.2188  ,0
46318  ,0.000e+000  ,1.9935  ,8.9063  ,-0.16093
46319  ,0.000e+000  ,1.9935  ,8.75  ,-0.16093
46320  ,0.000e+000  ,1.9935  ,8.9063  ,0.16093
46321  ,0.000e+000  ,1.9935  ,8.75  ,0.16093
46322  ,0.000e+000  ,2  ,8.9063  ,0
46326  ,0.000e+000  ,1.9935  ,8.5938  ,-0.16093
46327  ,0.000e+000  ,1.9935  ,8.4375  ,-0.16093
46328  ,0.000e+000  ,1.9935  ,8.5938  ,0.16093
46329  ,0.000e+000  ,1.9935  ,8.4375  ,0.16093
46330  ,0.000e+000  ,2  ,8.5938  ,0
46334  ,0.000e+000  ,1.9935  ,8.2813  ,-0.16093
46335  ,0.000e+000  ,1.9935  ,8.125  ,-0.16093
46336  ,0.000e+000  ,1.9935  ,8.2813  ,0.16093
46337  ,0.000e+000  ,1.9935  ,8.125  ,0.16093
46338  ,0.000e+000  ,2  ,8.2813  ,0
46342  ,0.000e+000  ,1.9935  ,7.9688  ,-0.16093
46343  ,0.000e+000  ,1.9935  ,7.8125  ,-0.16093
46344  ,0.000e+000  ,1.9935  ,7.9688  ,0.16093
46345  ,0.000e+000  ,1.9935  ,7.8125  ,0.16093
46346  ,0.000e+000  ,2  ,7.9688  ,0
46348  ,0.000e+000  ,1.9935  ,7.6563  ,-0.16093
46349  ,0.000e+000  ,1.9935  ,7.5  ,-0.16093
46350  ,0.000e+000  ,1.9935  ,7.6563  ,0.16093
46351  ,0.000e+000  ,1.9935  ,7.5  ,0.16093
46352  ,0.000e+000  ,2  ,7.6563  ,0
46355  ,0.000e+000  ,1.9935  ,7.1875  ,-0.16093
46356  ,0.000e+000  ,1.9935  ,7.3438  ,-0.16093
46357  ,0.000e+000  ,1.9935  ,7.1875  ,0.16093
46358  ,0.000e+000  ,1.9935  ,7.3438  ,0.16093
46359  ,0.000e+000  ,2  ,7.3438  ,0
46364  ,0.000e+000  ,1.9935  ,6.875  ,-0.16093
46365  ,0.000e+000  ,1.9935  ,7.0313  ,-0.16093
46366  ,0.000e+000  ,1.9935  ,6.875  ,0.16093
46367  ,0.000e+000  ,1.9935  ,7.0313  ,0.16093
46368  ,0.000e+000  ,2  ,7.0313  ,0
46372  ,0.000e+000  ,1.9935  ,6.5625  ,-0.16093
46373  ,0.000e+000  ,1.9935  ,6.7188  ,-0.16093
46374  ,0.000e+000  ,1.9935  ,6.5625  ,0.16093
46375  ,0.000e+000  ,1.9935  ,6.7188  ,0.16093
46376  ,0.000e+000  ,2  ,6.7188  ,0
46379  ,0.000e+000  ,1.9935  ,6.25  ,-0.16093
46380  ,0.000e+000  ,1.9935  ,6.4063  ,-0.16093
46381  ,0.000e+000  ,1.9935  ,6.25  ,0.16093
46382  ,0.000e+000  ,1.9935  ,6.4063  ,0.16093
46383  ,0.000e+000  ,2  ,6.4063  ,0
46389  ,0.000e+000  ,1.9935  ,5.9375  ,-0.16093
46390  ,0.000e+000  ,1.9935  ,6.0938  ,-0.16093
46391  ,0.000e+000  ,1.9935  ,5.9375  ,0.16093
46392  ,0.000e+000  ,1.9935  ,6.0938  ,0.16093
46393  ,0.000e+000  ,2  ,6.0938  ,0
46399  ,0.000e+000  ,1.9935  ,5.625  ,-0.16093
46400  ,0.000e+000  ,1.9935  ,5.7813  ,-0.16093
46401  ,0.000e+000  ,1.9935  ,5.625  ,0.16093
46402  ,0.000e+000  ,1.9935  ,5.7813  ,0.16093
46403  ,0.000e+000  ,2  ,5.7813  ,0
46408  ,0.000e+000  ,1.9935  ,5.3125  ,-0.16093
46409  ,0.000e+000  ,1.9935  ,5.4687  ,-0.16093
46410  ,0.000e+000  ,1.9935  ,5.3125  ,0.16093
46411  ,0.000e+000  ,1.9935  ,5.4687  ,0.16093
46412  ,0.000e+000  ,2  ,5.4688  ,0
46424  ,0.000e+000  ,1.9935  ,5.1563  ,-0.16093
46425  ,0.000e+000  ,1.9935  ,5  ,-0.16093
46426  ,0.000e+000  ,1.9935  ,5.1563  ,0.16093
46427  ,0.000e+000  ,2  ,5.1563  ,0
46439  ,0.000e+000  ,1.9419  ,5.1563  ,0.47863
46440  ,0.000e+000  ,1.9741  ,5.1563  ,0.32082
46441  ,0.000e+000  ,1.9935  ,5  ,0.16093
46450  ,0.000e+000  ,1.84  ,5.1563  ,0.78393
46451  ,0.000e+000  ,1.8971  ,5.1563  ,0.63334
46452  ,0.000e+000  ,1.9419  ,5  ,0.47863
46464  ,0.000e+000  ,1.6904  ,5.1563  ,1.0689
46465  ,0.000e+000  ,1.7709  ,5.1563  ,0.92945
46466  ,0.000e+000  ,1.84  ,5  ,0.78393
46476  ,0.000e+000  ,1.497  ,5.1563  ,1.3262
46477  ,0.000e+000  ,1.5989  ,5.1563  ,1.2015
46478  ,0.000e+000  ,1.6904  ,5  ,1.0689
46486  ,0.000e+000  ,1.2649  ,5.1563  ,1.5492
46487  ,0.000e+000  ,1.3854  ,5.1563  ,1.4424
46488  ,0.000e+000  ,1.497  ,5  ,1.3262
46499  ,0.000e+000  ,1  ,5.1563  ,1.7321
46500  ,0.000e+000  ,1.1361  ,5.1563  ,1.646
46501  ,0.000e+000  ,1.2649  ,5  ,1.5492
46515  ,0.000e+000  ,0.70921  ,5.1563  ,1.87
46516  ,0.000e+000  ,0.85738  ,5.1563  ,1.8069
46517  ,0.000e+000  ,1  ,5  ,1.7321
46527  ,0.000e+000  ,0.40005  ,5.1563  ,1.9596
46528  ,0.000e+000  ,0.55643  ,5.1563  ,1.921
46529  ,0.000e+000  ,0.70921  ,5  ,1.87
46538  ,0.000e+000  ,0.080532  ,5.1563  ,1.9984
46539  ,0.000e+000  ,0.24107  ,5.1563  ,1.9854
46540  ,0.000e+000  ,0.40005  ,5  ,1.9596
46551  ,0.000e+000  ,-0.24107  ,5.1563  ,1.9854
46552  ,0.000e+000  ,-0.080532  ,5.1563  ,1.9984
46553  ,0.000e+000  ,0.080532  ,5  ,1.9984
46563  ,0.000e+000  ,-0.55644  ,5.1563  ,1.921
46564  ,0.000e+000  ,-0.40005  ,5.1563  ,1.9596
46565  ,0.000e+000  ,-0.24107  ,5  ,1.9854
46577  ,0.000e+000  ,-0.70921  ,5.1563  ,1.87
46578  ,0.000e+000  ,-0.55643  ,5  ,1.921
46581  ,0.000e+000  ,-0.70921  ,9.8438  ,1.87
46582  ,0.000e+000  ,-0.55644  ,9.8438  ,1.921
46587  ,0.000e+000  ,-0.40005  ,9.8438  ,1.9596
46588  ,0.000e+000  ,-0.24107  ,9.8438  ,1.9854
46589  ,0.000e+000  ,-0.55643  ,10  ,1.921
46594  ,0.000e+000  ,-0.080532  ,9.8438  ,1.9984
46595  ,0.000e+000  ,0.080532  ,9.8438  ,1.9984
46596  ,0.000e+000  ,-0.24107  ,10  ,1.9854
46601  ,0.000e+000  ,0.24107  ,9.8438  ,1.9854
46602  ,0.000e+000  ,0.40005  ,9.8438  ,1.9596
46603  ,0.000e+000  ,0.080532  ,10  ,1.9984
46607  ,0.000e+000  ,0.55643  ,9.8438  ,1.921
46608  ,0.000e+000  ,0.70921  ,9.8438  ,1.87
46609  ,0.000e+000  ,0.40005  ,10  ,1.9596
46612  ,0.000e+000  ,0.85738  ,9.8438  ,1.8069
46613  ,0.000e+000  ,1  ,9.8438  ,1.7321
46614  ,0.000e+000  ,0.70921  ,10  ,1.87
46617  ,0.000e+000  ,1.1361  ,9.8438  ,1.646
46618  ,0.000e+000  ,1.2649  ,9.8438  ,1.5492
46619  ,0.000e+000  ,1  ,10  ,1.7321
46621  ,0.000e+000  ,1.3854  ,9.8438  ,1.4424
46622  ,0.000e+000  ,1.497  ,9.8438  ,1.3262
46623  ,0.000e+000  ,1.2649  ,10  ,1.5492
46626  ,0.000e+000  ,1.5989  ,9.8438  ,1.2015
46627  ,0.000e+000  ,1.6904  ,9.8438  ,1.0689
46628  ,0.000e+000  ,1.497  ,10  ,1.3262
46632  ,0.000e+000  ,1.7709  ,9.8438  ,0.92945
46633  ,0.000e+000  ,1.84  ,9.8438  ,0.78393
46634  ,0.000e+000  ,1.6904  ,10  ,1.0689
46638  ,0.000e+000  ,1.8971  ,9.8438  ,0.63334
46639  ,0.000e+000  ,1.9419  ,9.8438  ,0.47863
46640  ,0.000e+000  ,1.84  ,10  ,0.78393
46645  ,0.000e+000  ,1.9741  ,9.8438  ,0.32082
46646  ,0.000e+000  ,1.9935  ,9.8438  ,0.16093
46647  ,0.000e+000  ,1.9419  ,10  ,0.47863
46650  ,0.000e+000  ,1.9935  ,9.8438  ,-0.16093
46652  ,0.000e+000  ,1.9935  ,10  ,-0.16093
46653  ,0.000e+000  ,2  ,9.8438  ,0
46654  ,0.000e+000  ,1.9935  ,10  ,0.16093
46666  ,0.000e+000  ,-1.3854  ,9.6875  ,-1.4424
46670  ,0.000e+000  ,-1.5989  ,9.6875  ,-1.2015
46675  ,0.000e+000  ,-1.7709  ,9.6875  ,-0.92945
46680  ,0.000e+000  ,-1.8971  ,9.6875  ,-0.63334
46684  ,0.000e+000  ,-1.9741  ,9.6875  ,-0.32082
46689  ,0.000e+000  ,-2  ,9.6875  ,-6.5168E-007
46694  ,0.000e+000  ,-1.9741  ,9.6875  ,0.32082
46699  ,0.000e+000  ,-1.8971  ,9.6875  ,0.63334
46703  ,0.000e+000  ,-1.7709  ,9.6875  ,0.92945
46708  ,0.000e+000  ,-1.5989  ,9.6875  ,1.2015
46713  ,0.000e+000  ,-1.3854  ,9.6875  ,1.4424
46718  ,0.000e+000  ,-1.2649  ,9.5313  ,-1.5492
46722  ,0.000e+000  ,-1.3854  ,9.5313  ,-1.4424
46723  ,0.000e+000  ,-1.497  ,9.5313  ,-1.3262
46724  ,0.000e+000  ,-1.3854  ,9.375  ,-1.4424
46728  ,0.000e+000  ,-1.5989  ,9.5313  ,-1.2015
46729  ,0.000e+000  ,-1.6904  ,9.5313  ,-1.0689
46730  ,0.000e+000  ,-1.5989  ,9.375  ,-1.2015
46735  ,0.000e+000  ,-1.7709  ,9.5313  ,-0.92945
46736  ,0.000e+000  ,-1.84  ,9.5313  ,-0.78393
46737  ,0.000e+000  ,-1.7709  ,9.375  ,-0.92945
46742  ,0.000e+000  ,-1.8971  ,9.5313  ,-0.63334
46743  ,0.000e+000  ,-1.9419  ,9.5313  ,-0.47863
46744  ,0.000e+000  ,-1.8971  ,9.375  ,-0.63334
46748  ,0.000e+000  ,-1.9741  ,9.5313  ,-0.32082
46749  ,0.000e+000  ,-1.9935  ,9.5313  ,-0.16093
46750  ,0.000e+000  ,-1.9741  ,9.375  ,-0.32082
46755  ,0.000e+000  ,-2  ,9.5313  ,-6.5168E-007
46756  ,0.000e+000  ,-1.9935  ,9.5313  ,0.16093
46757  ,0.000e+000  ,-2  ,9.375  ,-6.5168E-007
